[ 2026-06-16 15:01:42,708 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-16 15:01:47,304 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-16 15:01:47,304 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-16 15:01:47,305 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-16 15:01:47,340 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-16 15:01:47,340 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-16 15:01:47,343 ] 27 root - INFO - Initiate the data Validation
[ 2026-06-16 15:01:47,400 ] 32 root - INFO - Required number of columns:2
[ 2026-06-16 15:01:47,430 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-16 15:01:47,430 ] 32 root - INFO - Required number of columns:2
[ 2026-06-16 15:01:47,430 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-16 15:01:47,559 ] 29 root - INFO - data Validation Completed
[ 2026-06-16 15:01:47,559 ] 32 root - INFO - data Transformation started
[ 2026-06-16 15:01:47,559 ] 40 root - INFO - Initiating data transformation
[ 2026-06-16 15:01:47,559 ] 42 root - INFO - Reading the train and test file
[ 2026-06-16 15:01:47,577 ] 46 root - INFO - Splitting input and target feature from train and test dataframe
[ 2026-06-16 15:01:47,579 ] 54 root - INFO - Applying KNN Imputer to impute missing values in train and test data
[ 2026-06-16 15:01:47,579 ] 27 root - INFO - Entering the get_data_transformer_object method of Data_Transformation class
[ 2026-06-16 15:01:47,598 ] 67 root - INFO - Saving transformed train and test array
[ 2026-06-16 15:01:47,604 ] 36 root - INFO - data Transformation completed
[ 2026-06-16 15:01:47,604 ] 38 root - INFO - Model Training sstared
[ 2026-06-16 15:01:47,604 ] 226 root - INFO - Initiating model trainer
