[ 2026-06-16 15:19:56,367 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-16 15:20:00,260 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-16 15:20:00,260 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-16 15:20:00,260 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-16 15:20:00,292 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-16 15:20:00,292 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-16 15:20:00,296 ] 27 root - INFO - Initiate the data Validation
[ 2026-06-16 15:20:00,384 ] 32 root - INFO - Required number of columns:2
[ 2026-06-16 15:20:00,387 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-16 15:20:00,388 ] 32 root - INFO - Required number of columns:2
[ 2026-06-16 15:20:00,388 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-16 15:20:00,480 ] 29 root - INFO - data Validation Completed
[ 2026-06-16 15:20:00,480 ] 32 root - INFO - data Transformation started
[ 2026-06-16 15:20:00,480 ] 40 root - INFO - Initiating data transformation
[ 2026-06-16 15:20:00,480 ] 42 root - INFO - Reading the train and test file
[ 2026-06-16 15:20:00,496 ] 46 root - INFO - Splitting input and target feature from train and test dataframe
[ 2026-06-16 15:20:00,499 ] 54 root - INFO - Applying KNN Imputer to impute missing values in train and test data
[ 2026-06-16 15:20:00,499 ] 27 root - INFO - Entering the get_data_transformer_object method of Data_Transformation class
[ 2026-06-16 15:20:00,519 ] 67 root - INFO - Saving transformed train and test array
[ 2026-06-16 15:20:00,526 ] 36 root - INFO - data Transformation completed
[ 2026-06-16 15:20:00,526 ] 38 root - INFO - Model Training sstared
[ 2026-06-16 15:20:00,526 ] 302 root - INFO - Initiating Model Trainer
[ 2026-06-16 15:20:00,547 ] 160 root - INFO - Starting model evaluation
[ 2026-06-16 15:21:20,385 ] 171 root - INFO - Model Report: {'Random Forest': 0.5545002261420172, 'Decision Tree': 0.5495251017639078, 'Gradient Boosting': 0.545906829488919, 'Logistic Regression': 0.5318860244233379, 'AdaBoost': 0.5336951605608322}
[ 2026-06-16 15:21:20,386 ] 184 root - INFO - Best Model Found : Random Forest
[ 2026-06-16 15:21:20,386 ] 188 root - INFO - Best Model Score : 0.5545002261420172
