[ 2026-06-16 15:31:12,829 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-16 15:31:18,409 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-16 15:31:18,409 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-16 15:31:18,410 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-16 15:31:18,445 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-16 15:31:18,446 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-16 15:31:18,449 ] 27 root - INFO - Initiate the data Validation
[ 2026-06-16 15:31:18,518 ] 32 root - INFO - Required number of columns:2
[ 2026-06-16 15:31:18,518 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-16 15:31:18,518 ] 32 root - INFO - Required number of columns:2
[ 2026-06-16 15:31:18,519 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-16 15:31:18,605 ] 29 root - INFO - data Validation Completed
[ 2026-06-16 15:31:18,605 ] 32 root - INFO - data Transformation started
[ 2026-06-16 15:31:18,605 ] 40 root - INFO - Initiating data transformation
[ 2026-06-16 15:31:18,605 ] 42 root - INFO - Reading the train and test file
[ 2026-06-16 15:31:18,621 ] 46 root - INFO - Splitting input and target feature from train and test dataframe
[ 2026-06-16 15:31:18,623 ] 54 root - INFO - Applying KNN Imputer to impute missing values in train and test data
[ 2026-06-16 15:31:18,623 ] 27 root - INFO - Entering the get_data_transformer_object method of Data_Transformation class
[ 2026-06-16 15:31:18,644 ] 67 root - INFO - Saving transformed train and test array
[ 2026-06-16 15:31:18,652 ] 36 root - INFO - data Transformation completed
[ 2026-06-16 15:31:18,652 ] 38 root - INFO - Model Training sstared
[ 2026-06-16 15:31:18,652 ] 267 root - INFO - Initiating Model Trainer
[ 2026-06-16 15:31:18,678 ] 125 root - INFO - Starting model evaluation
[ 2026-06-16 15:32:47,040 ] 136 root - INFO - Model Report: {'Random Forest': 0.5554047942107644, 'Decision Tree': 0.5454545454545454, 'Gradient Boosting': 0.55359565807327, 'Logistic Regression': 0.5287200361827228, 'AdaBoost': 0.5382180009045681}
[ 2026-06-16 15:32:47,040 ] 149 root - INFO - Best Model Found : Random Forest
[ 2026-06-16 15:32:47,040 ] 153 root - INFO - Best Model Score : 0.5554047942107644
