[ 2026-06-17 14:23:19,181 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-17 14:23:25,402 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-17 14:23:25,402 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-17 14:23:25,402 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-17 14:23:25,442 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-17 14:23:25,442 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-17 14:23:25,445 ] 27 root - INFO - Initiate the data Validation
[ 2026-06-17 14:23:25,524 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 14:23:25,524 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 14:23:25,525 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 14:23:25,525 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 14:23:25,642 ] 29 root - INFO - data Validation Completed
[ 2026-06-17 14:23:25,642 ] 32 root - INFO - data Transformation started
[ 2026-06-17 14:23:25,642 ] 40 root - INFO - Initiating data transformation
[ 2026-06-17 14:23:25,642 ] 42 root - INFO - Reading the train and test file
[ 2026-06-17 14:23:25,661 ] 46 root - INFO - Splitting input and target feature from train and test dataframe
[ 2026-06-17 14:23:25,664 ] 54 root - INFO - Applying KNN Imputer to impute missing values in train and test data
[ 2026-06-17 14:23:25,664 ] 27 root - INFO - Entering the get_data_transformer_object method of Data_Transformation class
[ 2026-06-17 14:23:25,701 ] 67 root - INFO - Saving transformed train and test array
[ 2026-06-17 14:23:25,706 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 14:23:25,709 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 14:23:25,709 ] 36 root - INFO - data Transformation completed
[ 2026-06-17 14:23:25,709 ] 38 root - INFO - Model Training sstared
[ 2026-06-17 14:23:25,710 ] 157 root - INFO - Initiating Model Trainer
[ 2026-06-17 14:28:12,808 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 14:28:12,808 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 14:28:12,808 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 14:28:12,880 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 14:28:12,880 ] 150 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_17_2026_14_23_13\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9893677903822806, precision_score=0.989381580281082, recall_score=0.9893713251922207), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.5558930308710818, precision_score=0.5541310878255316, recall_score=0.5576662143826323))
[ 2026-06-17 14:28:12,887 ] 186 root - INFO - Model Training Completed
[ 2026-06-17 14:28:12,887 ] 43 root - INFO - Model Training artifact created
