[ 2026-06-16 14:54:33,099 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-16 14:54:41,530 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-16 14:54:41,531 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-16 14:54:41,531 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-16 14:54:41,565 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-16 14:54:41,565 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-16 14:54:41,568 ] 27 root - INFO - Initiate the data Validation
[ 2026-06-16 14:54:41,649 ] 32 root - INFO - Required number of columns:2
[ 2026-06-16 14:54:41,652 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-16 14:54:41,652 ] 32 root - INFO - Required number of columns:2
[ 2026-06-16 14:54:41,652 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-16 14:54:41,757 ] 29 root - INFO - data Validation Completed
[ 2026-06-16 14:54:41,757 ] 32 root - INFO - data Transformation started
[ 2026-06-16 14:54:41,757 ] 40 root - INFO - Initiating data transformation
[ 2026-06-16 14:54:41,757 ] 42 root - INFO - Reading the train and test file
[ 2026-06-16 14:54:41,772 ] 46 root - INFO - Splitting input and target feature from train and test dataframe
[ 2026-06-16 14:54:41,773 ] 54 root - INFO - Applying KNN Imputer to impute missing values in train and test data
[ 2026-06-16 14:54:41,773 ] 27 root - INFO - Entering the get_data_transformer_object method of Data_Transformation class
[ 2026-06-16 14:54:41,797 ] 67 root - INFO - Saving transformed train and test array
[ 2026-06-16 14:54:41,808 ] 36 root - INFO - data Transformation completed
[ 2026-06-16 14:54:41,808 ] 38 root - INFO - Model Training sstared
[ 2026-06-16 14:54:41,809 ] 99 root - INFO - Initiating model trainer
[ 2026-06-16 14:54:41,809 ] 101 root - INFO - Loading transformed train and test array
[ 2026-06-16 14:54:41,838 ] 108 root - INFO - Training the model
