[ 2026-06-15 14:32:41,755 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-15 14:33:19,075 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-15 14:33:19,075 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-15 14:33:19,106 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-15 14:33:19,217 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-15 14:33:19,218 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-15 14:33:19,229 ] 27 root - INFO - Initiate the data Validation
[ 2026-06-15 14:33:19,371 ] 32 root - INFO - Required number of columns:2
[ 2026-06-15 14:33:19,372 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-15 14:33:19,372 ] 32 root - INFO - Required number of columns:2
[ 2026-06-15 14:33:19,372 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-15 14:33:19,723 ] 29 root - INFO - data Validation Completed
