[ 2026-06-16 15:14:31,557 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-16 15:14:34,552 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-16 15:14:34,552 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-16 15:14:34,552 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-16 15:14:34,585 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-16 15:14:34,585 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-16 15:14:34,588 ] 27 root - INFO - Initiate the data Validation
[ 2026-06-16 15:14:34,663 ] 32 root - INFO - Required number of columns:2
[ 2026-06-16 15:14:34,668 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-16 15:14:34,668 ] 32 root - INFO - Required number of columns:2
[ 2026-06-16 15:14:34,668 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-16 15:14:34,756 ] 29 root - INFO - data Validation Completed
[ 2026-06-16 15:14:34,757 ] 32 root - INFO - data Transformation started
[ 2026-06-16 15:14:34,757 ] 40 root - INFO - Initiating data transformation
[ 2026-06-16 15:14:34,757 ] 42 root - INFO - Reading the train and test file
[ 2026-06-16 15:14:34,775 ] 46 root - INFO - Splitting input and target feature from train and test dataframe
[ 2026-06-16 15:14:34,776 ] 54 root - INFO - Applying KNN Imputer to impute missing values in train and test data
[ 2026-06-16 15:14:34,777 ] 27 root - INFO - Entering the get_data_transformer_object method of Data_Transformation class
[ 2026-06-16 15:14:34,796 ] 67 root - INFO - Saving transformed train and test array
[ 2026-06-16 15:14:34,804 ] 36 root - INFO - data Transformation completed
[ 2026-06-16 15:14:34,804 ] 38 root - INFO - Model Training sstared
[ 2026-06-16 15:14:34,804 ] 139 root - INFO - Initiating model trainer
