[ 2026-06-16 14:57:24,387 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-16 14:57:30,027 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-16 14:57:30,027 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-16 14:57:30,027 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-16 14:57:30,068 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-16 14:57:30,069 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-16 14:57:30,076 ] 27 root - INFO - Initiate the data Validation
[ 2026-06-16 14:57:30,171 ] 32 root - INFO - Required number of columns:2
[ 2026-06-16 14:57:30,176 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-16 14:57:30,176 ] 32 root - INFO - Required number of columns:2
[ 2026-06-16 14:57:30,176 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-16 14:57:30,277 ] 29 root - INFO - data Validation Completed
[ 2026-06-16 14:57:30,278 ] 32 root - INFO - data Transformation started
[ 2026-06-16 14:57:30,278 ] 40 root - INFO - Initiating data transformation
[ 2026-06-16 14:57:30,278 ] 42 root - INFO - Reading the train and test file
[ 2026-06-16 14:57:30,291 ] 46 root - INFO - Splitting input and target feature from train and test dataframe
[ 2026-06-16 14:57:30,292 ] 54 root - INFO - Applying KNN Imputer to impute missing values in train and test data
[ 2026-06-16 14:57:30,292 ] 27 root - INFO - Entering the get_data_transformer_object method of Data_Transformation class
[ 2026-06-16 14:57:30,317 ] 67 root - INFO - Saving transformed train and test array
[ 2026-06-16 14:57:30,328 ] 36 root - INFO - data Transformation completed
[ 2026-06-16 14:57:30,328 ] 38 root - INFO - Model Training sstared
[ 2026-06-16 14:57:30,328 ] 99 root - INFO - Initiating model trainer
[ 2026-06-16 14:57:30,328 ] 101 root - INFO - Loading transformed train and test array
