[ 2026-06-17 13:14:14,067 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-17 13:14:17,132 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-17 13:14:17,133 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-17 13:14:17,133 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-17 13:14:17,166 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-17 13:14:17,167 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-17 13:14:17,169 ] 27 root - INFO - Initiate the data Validation
[ 2026-06-17 13:14:17,247 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 13:14:17,250 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 13:14:17,251 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 13:14:17,251 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 13:14:17,370 ] 29 root - INFO - data Validation Completed
[ 2026-06-17 13:14:17,370 ] 32 root - INFO - data Transformation started
[ 2026-06-17 13:14:17,370 ] 40 root - INFO - Initiating data transformation
[ 2026-06-17 13:14:17,370 ] 42 root - INFO - Reading the train and test file
[ 2026-06-17 13:14:17,396 ] 46 root - INFO - Splitting input and target feature from train and test dataframe
[ 2026-06-17 13:14:17,398 ] 54 root - INFO - Applying KNN Imputer to impute missing values in train and test data
[ 2026-06-17 13:14:17,398 ] 27 root - INFO - Entering the get_data_transformer_object method of Data_Transformation class
[ 2026-06-17 13:14:17,420 ] 67 root - INFO - Saving transformed train and test array
[ 2026-06-17 13:14:17,424 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 13:14:17,426 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 13:14:17,427 ] 36 root - INFO - data Transformation completed
[ 2026-06-17 13:14:17,427 ] 38 root - INFO - Model Training sstared
[ 2026-06-17 13:14:17,427 ] 145 root - INFO - Initiating Model Trainer
[ 2026-06-17 13:20:26,193 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 13:20:26,193 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 13:20:26,195 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 13:20:26,215 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 13:20:26,215 ] 138 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_17_2026_13_14_12\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9905003202793036, precision_score=0.9905036337700508, recall_score=0.9905020352781547), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.5482836650443592, precision_score=0.543945977820907, recall_score=0.5526910900045229))
[ 2026-06-17 13:20:26,217 ] 174 root - INFO - Model Training Completed
[ 2026-06-17 13:20:26,217 ] 43 root - INFO - Model Training artifact created
