[ 2026-06-17 19:17:09,772 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-17 19:17:12,585 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-17 19:17:12,586 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-17 19:17:12,586 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-17 19:17:12,625 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-17 19:17:12,625 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-17 19:17:12,629 ] 27 root - INFO - Initiate the data Validation
[ 2026-06-17 19:17:12,695 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 19:17:12,696 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 19:17:12,696 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 19:17:12,696 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 19:17:12,829 ] 29 root - INFO - data Validation Completed
[ 2026-06-17 19:17:12,830 ] 32 root - INFO - data Transformation started
[ 2026-06-17 19:17:12,830 ] 40 root - INFO - Initiating data transformation
[ 2026-06-17 19:17:12,830 ] 42 root - INFO - Reading the train and test file
[ 2026-06-17 19:17:12,848 ] 46 root - INFO - Splitting input and target feature from train and test dataframe
[ 2026-06-17 19:17:12,850 ] 54 root - INFO - Applying KNN Imputer to impute missing values in train and test data
[ 2026-06-17 19:17:12,850 ] 27 root - INFO - Entering the get_data_transformer_object method of Data_Transformation class
[ 2026-06-17 19:17:12,916 ] 67 root - INFO - Saving transformed train and test array
[ 2026-06-17 19:17:12,922 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 19:17:12,925 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 19:17:12,925 ] 36 root - INFO - data Transformation completed
[ 2026-06-17 19:17:12,926 ] 38 root - INFO - Model Training sstared
[ 2026-06-17 19:17:12,926 ] 157 root - INFO - Initiating Model Trainer
[ 2026-06-17 19:25:53,458 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 19:25:53,461 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 19:25:53,461 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 19:25:53,577 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 19:25:53,577 ] 150 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_17_2026_19_17_05\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9906124168212407, precision_score=0.9906232925227622, recall_score=0.9906151062867481), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.5558434903127748, precision_score=0.5487776832325277, recall_score=0.5630936227951153))
[ 2026-06-17 19:25:53,578 ] 186 root - INFO - Model Training Completed
[ 2026-06-17 19:25:53,578 ] 43 root - INFO - Model Training artifact created
