[ 2026-06-15 14:30:20,889 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-15 14:30:32,996 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-15 14:30:32,996 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-15 14:30:32,996 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-15 14:30:33,035 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-15 14:30:33,036 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-15 14:30:33,039 ] 27 root - INFO - Initiate the data Validation
[ 2026-06-15 14:30:33,114 ] 32 root - INFO - Required number of columns:2
[ 2026-06-15 14:30:33,114 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-15 14:30:33,114 ] 32 root - INFO - Required number of columns:2
[ 2026-06-15 14:30:33,114 ] 33 root - INFO - Data frame has columns:31
