[ 2026-06-15 14:03:14,035 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-15 14:03:17,172 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-15 14:03:17,173 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-15 14:03:17,173 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-15 14:03:17,210 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-15 14:03:17,211 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-15 14:03:17,214 ] 27 root - INFO - Initiate the data Validation
[ 2026-06-15 14:03:17,353 ] 39 root - INFO - Required number of columns: 31
[ 2026-06-15 14:03:17,354 ] 43 root - INFO - DataFrame has columns: 31
[ 2026-06-15 14:03:17,354 ] 39 root - INFO - Required number of columns: 31
[ 2026-06-15 14:03:17,354 ] 43 root - INFO - DataFrame has columns: 31
