[ 2026-06-17 12:52:19,282 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-17 12:52:23,299 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-17 12:52:23,299 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-17 12:52:23,300 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-17 12:52:23,331 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-17 12:52:23,331 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-17 12:52:23,334 ] 27 root - INFO - Initiate the data Validation
[ 2026-06-17 12:52:23,403 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 12:52:23,404 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 12:52:23,404 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 12:52:23,404 ] 33 root - INFO - Data frame has columns:31
