[ 2026-06-15 14:01:42,424 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-15 14:01:59,466 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-15 14:01:59,466 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-15 14:01:59,466 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-15 14:01:59,503 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-15 14:01:59,503 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-15 14:01:59,513 ] 27 root - INFO - Initiate the data Validation
[ 2026-06-15 14:01:59,597 ] 39 root - INFO - Required number of columns: 31
[ 2026-06-15 14:01:59,598 ] 43 root - INFO - DataFrame has columns: 31
[ 2026-06-15 14:01:59,599 ] 39 root - INFO - Required number of columns: 31
[ 2026-06-15 14:01:59,599 ] 43 root - INFO - DataFrame has columns: 31
